
                       mean       std    median      5.0%     95.0%     n_eff     r_hat
      Lambda[0,0]      1.00      0.00      1.00      1.00      1.00       nan       nan
      alpha[70,1]      2.29      2.91      2.10     -2.50      6.89    792.29      1.00
      alpha[70,2]      5.82      0.98      5.76      4.45      7.55    587.53      1.00
      alpha[70,3]     -3.68      0.65     -3.65     -4.66     -2.52    959.56      1.00
      alpha[70,4]      0.19      0.63      0.19     -0.87      1.19    974.77      1.00
      alpha[71,0]     -0.11      0.26     -0.10     -0.53      0.31   1198.19      1.00
      alpha[71,1]     -1.92      0.99     -1.81     -3.63     -0.44    506.99      1.00
      alpha[71,2]      7.84      1.04      7.78      6.21      9.57    471.48      1.00
      alpha[71,3]     -5.96      0.75     -5.95     -7.17     -4.81    480.69      1.00
      alpha[71,4]     -2.86      0.71     -2.85     -4.00     -1.70    629.80      1.00
      alpha[72,0]     -0.32      0.36     -0.35     -0.89      0.27    403.52      1.00
      alpha[72,1]      3.11      1.40      3.01      0.64      5.20    375.56      1.00
      alpha[72,2]      6.27      0.94      6.26      4.63      7.76    878.37      1.00
      alpha[72,3]     -3.77      0.69     -3.76     -5.09     -2.83    567.39      1.00
      alpha[72,4]     -0.09      0.65     -0.10     -1.19      0.93    611.84      1.00
      alpha[73,0]     -0.42      0.35     -0.43     -0.98      0.12    476.35      1.00
      alpha[73,1]      3.38      1.50      3.27      0.88      5.66   1181.75      1.00
      alpha[73,2]      6.75      0.98      6.71      5.25      8.48    943.63      1.00
      alpha[73,3]     -4.03      0.55     -4.02     -5.00     -3.20    845.05      1.00
      alpha[73,4]     -0.13      0.40     -0.14     -0.74      0.55   1878.18      1.00
      alpha[74,0]     -0.09      0.42     -0.10     -0.73      0.58    320.38      1.00
      alpha[74,1]     16.17      3.08     16.04     11.37     20.89    759.13      1.00
      alpha[74,2]      4.35      0.84      4.34      2.95      5.65    948.11      1.00
      alpha[74,3]     -3.46      0.71     -3.43     -4.56     -2.20    781.24      1.00
      alpha[74,4]      1.53      0.73      1.50      0.35      2.71   1078.94      1.00
      alpha[75,0]     -0.20      0.30     -0.21     -0.68      0.29    271.71      1.00
      alpha[75,1]      5.52      1.57      5.39      3.01      8.09    618.53      1.00
      alpha[75,2]      6.00      0.92      6.00      4.50      7.42    761.79      1.00
      alpha[75,3]     -3.65      0.58     -3.64     -4.61     -2.75   1031.29      1.00
      alpha[75,4]      0.33      0.49      0.33     -0.49      1.13    651.97      1.00
      alpha[76,0]     -0.84      0.32     -0.84     -1.38     -0.35    578.47      1.00
      alpha[76,1]      0.03      0.73      0.04     -1.09      1.30    931.80      1.00
      alpha[76,2]      5.94      0.97      5.95      4.26      7.37   1092.31      1.00
      alpha[76,3]     -2.70      0.55     -2.69     -3.51     -1.74    932.91      1.00
      alpha[76,4]      1.11      0.63      1.08     -0.02      2.05    973.12      1.00
      alpha[77,0]      0.01      0.40     -0.03     -0.59      0.67    248.00      1.00
      alpha[77,1]      6.66      1.89      6.49      3.48      9.71    648.64      1.00
      alpha[77,2]      6.20      0.96      6.17      4.65      7.76    749.88      1.00
      alpha[77,3]     -4.74      0.62     -4.71     -5.84     -3.80    618.21      1.00
      alpha[77,4]     -0.44      0.55     -0.44     -1.36      0.38   1220.88      1.00
      alpha[78,0]     -0.32      0.35     -0.32     -0.89      0.24    449.04      1.00
      alpha[78,1]     10.22      2.16     10.15      6.64     13.88    887.61      1.00
      alpha[78,2]      5.33      0.95      5.29      3.66      6.70    740.16      1.00
      alpha[78,3]     -3.57      0.61     -3.55     -4.55     -2.57    803.24      1.00
      alpha[78,4]      1.11      0.55      1.12      0.14      1.92   1419.66      1.00
      alpha[79,0]     -0.41      0.35     -0.42     -0.94      0.20    274.23      1.00
      alpha[79,1]     12.10      2.36     11.98      8.27     15.87    600.68      1.00
      alpha[79,2]      4.54      0.87      4.54      3.10      5.92    626.92      1.00
      alpha[79,3]     -2.18      0.60     -2.15     -3.21     -1.25    800.67      1.00
      alpha[79,4]      2.66      0.67      2.65      1.62      3.82    940.11      1.00
      alpha[80,0]     -0.34      0.32     -0.36     -0.83      0.21    428.91      1.00
      alpha[80,1]      4.44      2.04      4.37      1.01      7.42    915.36      1.00
      alpha[80,2]      6.12      0.94      6.06      4.64      7.66    909.58      1.00
      alpha[80,3]     -3.73      0.65     -3.72     -4.83     -2.73    826.95      1.00
      alpha[80,4]      0.35      0.64      0.34     -0.72      1.38    875.45      1.00
      alpha[81,0]     -0.32      0.31     -0.33     -0.83      0.15    619.96      1.00
      alpha[81,1]     -6.61      1.81     -6.48     -9.38     -3.59    980.79      1.00
      alpha[81,2]      7.94      1.05      8.01      6.28      9.61    743.46      1.00
      alpha[81,3]     -5.23      0.67     -5.23     -6.37     -4.17    656.78      1.00
      alpha[81,4]     -2.62      0.71     -2.59     -3.79     -1.53   1140.19      1.00
      alpha[82,0]      0.06      0.35      0.06     -0.51      0.60    420.77      1.00
      alpha[82,1]      5.87      1.65      5.76      3.13      8.21    819.71      1.00
      alpha[82,2]      6.40      0.96      6.36      4.83      7.92    757.92      1.00
      alpha[82,3]     -5.24      0.60     -5.21     -6.22     -4.28    422.54      1.00
      alpha[82,4]     -1.52      0.43     -1.49     -2.18     -0.78   1868.11      1.00
      alpha[83,0]     -0.33      0.31     -0.32     -0.79      0.21    617.31      1.00
      alpha[83,1]      4.76      1.97      4.66      1.68      7.93    985.69      1.00
      alpha[83,2]      6.41      0.94      6.38      4.87      7.93    831.52      1.00
      alpha[83,3]     -4.35      0.61     -4.35     -5.25     -3.28    683.67      1.00
      alpha[83,4]     -0.47      0.52     -0.45     -1.35      0.38    930.67      1.00
      alpha[84,0]     -0.86      0.34     -0.85     -1.38     -0.30    506.76      1.00
      alpha[84,1]      8.63      2.24      8.56      5.44     12.58    923.33      1.00
      alpha[84,2]      4.96      0.99      4.91      3.37      6.53    785.90      1.00
      alpha[84,3]     -1.76      0.55     -1.75     -2.54     -0.79    915.96      1.00
      alpha[84,4]      2.88      0.67      2.84      1.79      3.93    765.09      1.00
      alpha[85,0]     -0.42      0.33     -0.42     -0.93      0.14    945.66      1.00
      alpha[85,1]      8.72      2.08      8.67      5.05     11.84    761.00      1.00
      alpha[85,2]      5.48      0.99      5.45      3.83      7.07    768.12      1.00
      alpha[85,3]     -3.52      0.61     -3.50     -4.50     -2.47    724.04      1.00
      alpha[85,4]      0.71      0.59      0.68     -0.26      1.68    685.55      1.00
      alpha[86,0]      0.22      0.43      0.19     -0.39      0.94    228.83      1.00
      alpha[86,1]     11.23      3.11     11.05      5.88     15.63    854.14      1.00
      alpha[86,2]      5.21      1.00      5.21      3.47      6.77    671.95      1.00
      alpha[86,3]     -4.43      0.73     -4.43     -5.63     -3.22    691.95      1.00
      alpha[86,4]     -0.10      0.74     -0.12     -1.42      1.00    830.35      1.00
      alpha[87,0]      0.06      0.23      0.05     -0.28      0.48    436.81      1.00
      alpha[87,1]      6.26      1.69      6.11      3.29      8.86   1008.47      1.00
      alpha[87,2]      6.67      1.00      6.61      5.16      8.38    719.49      1.00
      alpha[87,3]     -4.89      0.70     -4.88     -5.99     -3.73    683.29      1.00
      alpha[87,4]     -0.89      0.75     -0.86     -2.08      0.38    887.00      1.00
      alpha[88,0]     -0.51      0.34     -0.50     -1.01      0.09    763.65      1.00
      alpha[88,1]      8.58      2.00      8.51      5.44     11.90    808.52      1.00
      alpha[88,2]      4.98      0.90      4.96      3.42      6.25    944.12      1.00
      alpha[88,3]     -3.08      0.59     -3.10     -4.01     -2.04    767.28      1.00
      alpha[88,4]      1.17      0.63      1.14      0.12      2.15    930.98      1.00
      alpha[89,0]     -0.39      0.37     -0.38     -0.98      0.18    502.36      1.01
      alpha[89,1]     12.02      2.78     11.82      7.54     16.47    777.50      1.00
      alpha[89,2]      4.89      0.93      4.87      3.49      6.50    814.87      1.00
      alpha[89,3]     -3.25      0.56     -3.26     -4.10     -2.31    668.07      1.00
      alpha[89,4]      1.63      0.45      1.60      0.89      2.38   1289.31      1.00
      alpha[90,0]      0.01      0.40     -0.03     -0.65      0.61    240.77      1.00
      alpha[90,1]     -5.79      1.87     -5.67     -9.04     -3.13    629.05      1.00
      alpha[90,2]      8.15      1.12      8.18      6.40      9.91    683.52      1.01
      alpha[90,3]     -5.64      0.75     -5.62     -6.80     -4.41    554.06      1.00
      alpha[90,4]     -2.66      0.69     -2.64     -3.74     -1.57    890.70      1.00
      alpha[91,0]     -1.20      0.38     -1.17     -1.76     -0.55    526.46      1.00
      alpha[91,1]      6.07      1.67      5.97      3.35      8.66   1442.52      1.00
      alpha[91,2]      4.39      0.81      4.34      3.22      5.90   1039.67      1.00
      alpha[91,3]     -1.33      0.52     -1.32     -2.19     -0.48   1031.32      1.00
      alpha[91,4]      3.39      0.64      3.35      2.35      4.40   1188.01      1.00
      alpha[92,0]     -0.05      0.38     -0.08     -0.62      0.58    386.80      1.00
      alpha[92,1]      6.16      1.76      6.04      3.43      9.23    915.96      1.00
      alpha[92,2]      6.69      0.97      6.64      5.05      8.11    827.35      1.00
      alpha[92,3]     -4.55      0.62     -4.56     -5.61     -3.64    904.06      1.00
      alpha[92,4]     -0.85      0.53     -0.84     -1.78     -0.03   1063.48      1.00
      alpha[93,0]     -0.04      0.36     -0.06     -0.61      0.53    366.31      1.00
      alpha[93,1]     -1.09      1.09     -1.14     -2.90      0.65    833.90      1.00
      alpha[93,2]      7.59      1.02      7.55      5.85      9.21    619.45      1.00
      alpha[93,3]     -5.30      0.71     -5.27     -6.53     -4.18    907.72      1.00
      alpha[93,4]     -1.93      0.67     -1.90     -2.98     -0.85    938.66      1.00
      alpha[94,0]     -0.09      0.36     -0.10     -0.70      0.45    376.63      1.01
      alpha[94,1]      2.06      2.39      2.05     -1.92      6.01   1081.33      1.00
      alpha[94,2]      6.71      1.03      6.72      4.96      8.22    901.56      1.00
      alpha[94,3]     -4.88      0.75     -4.87     -6.16     -3.73    600.80      1.00
      alpha[94,4]     -1.43      0.75     -1.40     -2.51     -0.06    794.01      1.00
      alpha[95,0]     -0.66      0.31     -0.65     -1.17     -0.18    533.18      1.01
      alpha[95,1]     11.11      2.47     11.00      7.18     15.16   1008.55      1.00
      alpha[95,2]      5.05      0.94      5.03      3.33      6.47    804.89      1.00
      alpha[95,3]     -2.62      0.60     -2.59     -3.58     -1.65   1066.93      1.00
      alpha[95,4]      2.25      0.60      2.22      1.27      3.17   1206.07      1.00
      alpha[96,0]     -1.34      0.37     -1.31     -1.92     -0.77    352.29      1.00
      alpha[96,1]      3.64      2.45      3.66     -0.75      7.34    963.25      1.00
      alpha[96,2]      5.23      0.96      5.21      3.61      6.71    579.89      1.00
      alpha[96,3]     -1.58      0.70     -1.58     -2.57     -0.32    459.23      1.01
      alpha[96,4]      2.76      0.80      2.76      1.44      4.02    575.66      1.00
      alpha[97,0]     -0.42      0.31     -0.42     -0.87      0.11    568.49      1.00
      alpha[97,1]     -5.84      1.59     -5.75     -8.08     -3.08   1098.08      1.00
      alpha[97,2]      7.88      1.02      7.79      6.39      9.64    599.46      1.00
      alpha[97,3]     -4.96      0.67     -4.93     -5.94     -3.83    705.39      1.00
      alpha[97,4]     -1.96      0.60     -1.93     -2.87     -0.88    835.79      1.00
      alpha[98,0]     -0.25      0.38     -0.26     -0.82      0.39    656.40      1.00
      alpha[98,1]     12.78      3.21     12.53      7.28     17.72   1117.94      1.00
      alpha[98,2]      4.95      0.83      4.88      3.71      6.42    628.51      1.00
      alpha[98,3]     -3.24      0.56     -3.24     -4.26     -2.42    958.73      1.00
      alpha[98,4]      1.53      0.46      1.50      0.83      2.31   1278.70      1.00
      alpha[99,0]     -0.81      0.27     -0.80     -1.22     -0.35    622.18      1.00
      alpha[99,1]     -1.22      1.81     -1.10     -3.84      2.13    883.99      1.00
      alpha[99,2]      6.47      0.97      6.42      4.92      7.98    764.15      1.00
      alpha[99,3]     -3.79      0.68     -3.74     -4.94     -2.72    426.08      1.00
      alpha[99,4]      0.13      0.74      0.17     -1.13      1.30    597.04      1.00
      mu_alpha[0]     -0.39      0.12     -0.39     -0.58     -0.19    116.53      1.00
      mu_alpha[1]      4.67      0.67      4.68      3.57      5.71    388.22      1.00
      mu_alpha[2]      5.97      0.27      5.97      5.52      6.42    184.14      1.01
      mu_alpha[3]     -3.77      0.22     -3.77     -4.13     -3.41    241.74      1.00
      mu_alpha[4]      0.25      0.22      0.26     -0.15      0.59    287.95      1.00
           rho[0]      0.09      0.09      0.07      0.00      0.22   2265.94      1.00
           rho[1]      0.10      0.10      0.06      0.00      0.26   1886.06      1.00
           rho[2]      0.09      0.08      0.07      0.00      0.20   1471.01      1.00
           rho[3]      0.10      0.09      0.06      0.00      0.23   1777.06      1.00
           tau[0]      5.08      0.45      5.07      4.35      5.80     37.59      1.04
           tau[1]      9.13      0.73      9.10      7.93     10.24     59.14      1.03
           tau[2]      4.16      0.35      4.14      3.60      4.72     91.09      1.02
           tau[3]      3.82      0.32      3.78      3.32      4.30     62.73      1.03
           tau[4]      3.59      0.31      3.58      3.04      4.05     71.80      1.03
     tau_alpha[0]      0.51      0.11      0.49      0.35      0.68     94.64      1.01
     tau_alpha[1]      5.86      0.52      5.84      4.97      6.65    605.44      1.00
     tau_alpha[2]      1.47      0.22      1.45      1.12      1.80    219.16      1.01
